Age,Attrition,DistanceFromHome,EnvironmentSatisfaction,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,6,0,4,Research Director,1,11996,No,3,12,8,4,10
31,No,9,3,4,Healthcare Representative,2,5970,No,5,7,6,1,9
28,No,8,6,0,Research Scientist,2,2280,No,3,6,6,0,4
47,No,14,2,2,Manufacturing Director,2,5067,Yes,2,17,12,3,9
36,No,13,1,2,Research Director,2,17008,No,2,12,8,6,8
29,Yes,15,3,0,Sales Executive,2,4235,No,3,5,3,0,0
43,No,1,1,4,Research Director,3,19738,No,4,9,6,2,8
32,No,10,3,4,Sales Executive,4,6799,No,1,10,6,3,9
55,No,7,2,4,Research Scientist,1,2898,No,0,4,3,2,1
36,No,30,5,0,Laboratory Technician,2,2406,No,1,8,1,9,8
33,No,0,1,1,Research Scientist,2,4928,Yes,6,5,5,3,3
34,No,1,4,3,Laboratory Technician,0,2368,No,1,9,0,2,7
38,No,1,3,3,Human Resources,0,6391,No,0,9,1,3,8
33,No,5,3,3,Research Scientist,3,5432,No,5,9,7,7,8
44,No,7,3,0,Research Scientist,4,2436,No,3,4,3,3,2
25,No,5,3,0,Laboratory Technician,0,3579,No,2,5,9,1,5
40,No,19,1,0,Research Scientist,3,3070,No,1,0,0,1,0
39,Yes,25,4,4,Sales Executive,4,9095,Yes,3,6,6,0,0
59,No,9,0,2,Research Scientist,0,3346,Yes,3,0,1,0,0
37,No,3,1,2,Sales Executive,3,4716,No,4,13,11,7,7
47,No,18,3,2,Laboratory Technician,2,2589,Yes,4,1,0,3,1
34,Yes,2,4,2,Sales Executive,3,10401,No,0,13,9,10,9
39,No,14,4,4,Sales Executive,1,4639,No,4,4,5,3,2
19,Yes,11,0,1,Research Scientist,3,1860,Yes,2,0,2,0,2
37,No,7,3,4,Human Resources,3,4072,No,4,9,2,2,8
27,Yes,24,6,3,Sales Executive,2,7337,No,0,11,7,3,10
51,No,0,4,3,Manager,5,17098,No,0,9,10,6,6
33,No,0,2,3,Research Scientist,3,3620,Yes,5,4,7,3,3
40,No,11,2,0,Human Resources,2,6078,No,5,6,4,0,3
30,Yes,5,6,0,Research Scientist,2,2658,Yes,4,5,1,0,4
41,No,10,5,0,Laboratory Technician,3,2211,Yes,3,7,7,0,7
31,No,4,2,4,Healthcare Representative,4,4154,No,4,9,9,9,7
30,Yes,9,3,0,Research Scientist,1,1260,No,5,0,1,0,2
53,No,7,3,5,Manager,5,18607,No,1,6,7,3,5
36,No,3,5,4,Healthcare Representative,1,5341,No,3,13,11,3,10
29,No,2,2,0,Laboratory Technician,4,2564,No,2,9,7,4,6
41,No,9,1,6,Manager,6,19270,No,1,20,9,14,5
35,No,5,3,0,Laboratory Technician,4,2835,No,1,2,0,1,0
30,No,5,1,4,Laboratory Technician,3,3490,No,3,11,5,8,10
29,No,11,1,3,Research Scientist,6,3930,Yes,3,3,3,0,2
40,No,23,4,2,Healthcare Representative,4,10918,No,3,4,6,0,5
46,No,3,5,0,Laboratory Technician,5,3164,No,5,4,4,1,1
28,No,28,1,0,Sales Executive,5,4305,No,2,0,1,2,0
46,No,25,4,4,Sales Executive,0,7989,No,1,2,2,2,0
30,No,30,3,4,Sales Executive,2,9250,No,3,6,2,0,4
25,No,1,3,1,Sales Executive,3,4196,Yes,2,6,2,0,1
47,Yes,9,1,2,Sales Executive,0,7315,No,1,10,8,2,6
26,No,8,5,2,Sales Executive,5,4952,No,3,2,1,2,3
26,Yes,24,3,2,Laboratory Technician,3,2291,No,1,3,0,0,0
58,No,1,4,6,Manager,3,16290,No,2,14,10,12,15
42,No,7,2,0,Laboratory Technician,4,3973,No,2,9,7,0,5
37,No,21,4,2,Healthcare Representative,4,5744,No,5,2,4,0,1
31,No,8,1,3,Sales Executive,5,10793,No,5,15,9,10,8
30,Yes,7,0,0,Sales Representative,5,1082,No,0,2,0,0,1
42,No,14,1,2,Sales Executive,5,5089,Yes,4,0,2,2,0
45,No,25,3,1,Manufacturing Director,3,5907,No,0,9,10,1,8
56,No,0,5,5,Manager,3,19189,No,4,21,10,8,9
35,No,2,5,4,Sales Executive,5,6031,No,2,1,0,1,0
31,No,8,4,1,Healthcare Representative,5,6624,Yes,3,5,0,1,2
29,No,0,5,6,Research Director,2,16124,No,2,8,7,2,6
33,No,0,3,0,Manufacturing Director,2,9548,No,4,8,11,0,8
22,No,2,2,0,Laboratory Technician,4,3164,No,3,7,3,4,4
20,Yes,2,4,3,Laboratory Technician,3,3893,No,1,4,4,2,4
47,No,11,6,3,Sales Executive,0,10760,Yes,2,7,2,0,3
35,No,4,1,0,Sales Representative,3,4504,No,1,12,6,4,7
27,No,0,6,3,Research Director,5,16126,No,3,8,9,0,5
36,No,3,4,0,Research Scientist,5,2508,No,2,0,4,3,4
38,No,10,1,3,Research Director,5,13207,No,4,19,14,0,10
29,No,9,4,2,Manufacturing Director,3,4695,Yes,5,9,4,0,8
23,Yes,11,2,1,Laboratory Technician,1,2627,No,0,3,4,3,4
48,No,6,1,3,Sales Representative,4,2975,No,3,1,2,0,0
44,No,8,4,2,Laboratory Technician,5,3968,No,1,1,2,0,0
32,No,4,6,2,Research Scientist,5,2769,No,5,7,2,4,5
48,No,0,6,3,Manager,0,15402,No,0,1,3,0,2
34,No,2,3,0,Sales Executive,2,4539,Yes,1,1,0,0,1
58,Yes,0,4,6,Research Director,2,19245,Yes,4,31,13,14,6
54,No,7,1,0,Research Scientist,1,2899,No,1,2,2,1,2
47,No,4,4,3,Sales Executive,3,4161,Yes,4,7,0,0,9
33,No,29,0,3,Laboratory Technician,4,5208,Yes,1,15,12,4,6
28,No,0,4,1,Laboratory Technician,3,5127,Yes,3,8,10,4,0
32,No,6,2,2,Healthcare Representative,2,6387,Yes,5,0,2,0,2
30,No,30,2,2,Laboratory Technician,2,4027,No,5,7,7,8,9
37,No,2,4,0,Laboratory Technician,5,1282,No,3,0,2,0,0
44,No,31,2,3,Laboratory Technician,3,4270,No,2,0,2,0,0
52,Yes,4,5,1,Manufacturing Director,2,10169,No,2,31,9,1,8
34,No,6,0,0,Laboratory Technician,3,3040,No,1,0,1,1,0
31,No,30,4,1,Research Scientist,2,2516,No,1,5,5,0,6
37,No,5,2,0,Manufacturing Director,2,5040,No,3,10,2,4,7
33,No,8,5,3,Sales Executive,2,6499,No,5,5,0,2,0
31,No,6,4,0,Research Scientist,2,3038,No,5,7,3,2,6
29,No,1,5,1,Healthcare Representative,4,6292,Yes,3,2,2,0,2
56,No,7,1,2,Research Scientist,0,4256,Yes,1,4,4,3,2
40,No,10,5,3,Laboratory Technician,3,3973,No,5,10,9,0,9
33,No,20,3,2,Healthcare Representative,4,5688,Yes,4,12,0,0,0
39,No,11,2,4,Sales Executive,2,8190,Yes,1,11,7,2,6
40,No,2,3,0,Laboratory Technician,1,2576,No,2,3,3,0,3
42,No,13,5,6,Research Director,4,17605,No,3,16,11,7,13
24,No,12,3,3,Sales Executive,5,4260,Yes,3,3,0,1,5
47,Yes,3,3,5,Laboratory Technician,1,5379,Yes,1,2,1,1,1
56,No,7,3,3,Healthcare Representative,4,11103,No,1,8,7,3,2
57,No,21,3,0,Research Scientist,2,3536,No,3,4,1,3,3
40,No,8,1,2,Sales Executive,4,4392,No,1,7,2,2,5
37,No,14,1,1,Healthcare Representative,0,6289,No,2,2,5,0,1
57,Yes,22,4,3,Healthcare Representative,3,10310,No,2,38,11,13,5
35,No,0,4,2,Healthcare Representative,4,6951,No,3,3,0,0,5
35,No,6,4,1,Sales Executive,5,9999,No,6,6,3,1,2
49,No,9,4,3,Sales Executive,0,5486,No,2,4,2,4,2
39,Yes,30,4,1,Healthcare Representative,1,6671,Yes,2,3,0,0,1
38,No,6,3,1,Laboratory Technician,3,3500,No,0,7,6,2,1
59,No,0,3,3,Manager,3,16292,No,1,16,7,16,16
47,No,2,0,3,Research Scientist,2,3422,No,3,6,7,0,1
26,No,1,3,0,Research Scientist,6,3905,No,5,4,5,0,0
35,No,10,0,0,Research Scientist,5,2325,Yes,2,5,3,0,1
34,No,11,3,1,Laboratory Technician,4,2658,Yes,1,3,4,3,4
31,No,1,1,1,Human Resources,0,6409,No,3,3,2,0,0
22,No,22,1,0,Sales Representative,4,3449,No,4,4,0,2,2
35,No,1,5,1,Manufacturing Director,1,5959,No,3,11,7,5,8
32,Yes,27,3,1,Laboratory Technician,1,3481,No,5,6,4,3,4
36,No,7,3,1,Research Scientist,3,2132,Yes,5,20,11,0,5
56,No,22,0,0,Research Scientist,5,2371,No,4,1,0,0,2
29,No,1,0,1,Sales Representative,0,2858,No,3,0,0,0,0
25,Yes,24,2,2,Laboratory Technician,6,2342,Yes,3,3,0,0,0
33,No,1,1,3,Sales Executive,2,8790,No,4,12,7,0,10
39,No,3,3,3,Sales Executive,6,10854,No,3,12,12,4,9
24,No,3,3,0,Research Scientist,2,1222,No,1,3,1,1,2
31,Yes,3,3,3,Sales Representative,1,2301,Yes,3,3,2,0,4
38,No,6,3,4,Sales Executive,1,4639,No,4,13,7,6,14
21,Yes,5,3,2,Research Scientist,2,2471,Yes,5,0,0,2,0
48,No,8,0,4,Healthcare Representative,1,10967,No,1,4,4,2,2
37,No,18,4,1,Research Scientist,6,3901,No,4,2,2,0,2
27,No,19,4,0,Research Scientist,4,3058,Yes,1,5,4,2,1
49,No,5,2,2,Healthcare Representative,1,13734,No,1,6,7,0,2
37,No,1,2,2,Research Scientist,0,2619,No,2,0,1,0,0
33,No,3,6,1,Research Scientist,3,2910,Yes,5,7,5,1,1
36,No,2,1,3,Laboratory Technician,6,5810,No,3,9,6,2,9
39,No,10,3,4,Manufacturing Director,1,5297,No,3,3,2,0,1
21,No,3,3,0,Research Scientist,4,1224,No,1,2,0,1,0
33,No,6,4,0,Sales Representative,5,2328,No,6,7,8,5,4
32,No,30,1,0,Laboratory Technician,4,5206,Yes,1,16,15,7,8
52,No,3,6,4,Research Director,5,17778,No,1,11,7,0,11
26,No,24,5,0,Sales Representative,3,2398,No,3,2,1,0,1
37,No,0,2,0,Research Scientist,6,3944,Yes,5,2,0,0,3
24,No,6,1,2,Sales Executive,5,4908,Yes,0,6,2,0,3
33,No,0,2,1,Laboratory Technician,3,2333,No,1,4,1,2,3
34,No,6,3,1,Laboratory Technician,5,5812,No,1,11,4,0,8
50,No,8,2,3,Manager,4,19849,Yes,2,27,10,10,9
31,No,8,3,2,Sales Executive,6,4670,No,5,6,7,0,9
45,No,0,3,6,Research Director,3,19625,No,4,2,4,1,3
32,No,28,4,2,Laboratory Technician,1,2838,No,5,5,3,3,3
40,No,1,2,2,Research Scientist,2,2618,No,2,1,0,1,0
49,No,9,4,5,Manager,2,19926,No,1,3,2,6,4
45,No,2,2,2,Sales Executive,3,10229,No,5,22,7,17,17
30,No,10,4,2,Sales Executive,1,5228,Yes,2,13,13,11,10
34,No,1,2,2,Research Scientist,4,2930,Yes,3,4,0,0,3
25,No,2,2,1,Manufacturing Director,2,4897,No,5,5,3,0,4
49,No,0,4,3,Research Director,2,11955,No,2,13,6,6,13
54,No,2,4,5,Manufacturing Director,1,10503,No,0,5,6,1,5
34,No,12,1,3,Sales Representative,4,2579,Yes,5,8,3,0,6
43,No,18,5,2,Research Scientist,0,6544,Yes,2,5,0,0,0
36,No,29,2,3,Research Scientist,2,2558,No,3,4,5,3,0
30,No,1,2,2,Laboratory Technician,6,1128,Yes,2,0,0,1,2
44,Yes,2,2,5,Human Resources,0,10482,No,3,18,8,1,5
46,No,15,2,3,Sales Executive,2,4589,Yes,3,6,5,1,1
21,Yes,11,5,0,Laboratory Technician,3,1416,No,4,2,0,2,0
42,No,7,0,1,Research Director,5,13498,No,4,18,6,0,14
33,No,10,4,0,Research Scientist,2,2355,Yes,3,5,2,0,4
31,Yes,2,0,0,Laboratory Technician,4,3720,Yes,0,4,3,4,0
22,No,23,6,0,Sales Representative,2,2401,No,2,4,4,1,0
55,Yes,24,3,1,Sales Executive,0,10448,Yes,3,2,1,3,2
46,No,1,6,1,Laboratory Technician,0,2559,No,0,1,0,0,0
37,No,3,1,2,Research Director,6,13603,Yes,5,5,2,0,4
29,No,9,6,0,Laboratory Technician,5,2976,No,5,7,4,2,1
27,Yes,4,1,0,Laboratory Technician,3,4032,No,5,2,2,0,4
42,No,3,5,2,Human Resources,3,6430,No,5,1,3,0,1
26,Yes,1,4,0,Laboratory Technician,0,2561,No,2,0,1,0,0
47,No,2,3,3,Sales Representative,2,3295,Yes,4,4,3,1,2
20,Yes,3,1,3,Research Scientist,4,2853,Yes,5,0,0,2,0
41,Yes,18,1,1,Sales Representative,0,3141,Yes,2,5,4,1,0
38,No,6,4,0,Laboratory Technician,3,3307,No,1,0,0,0,0
57,No,22,2,6,Manager,2,17877,Yes,2,3,1,0,0
40,No,2,4,2,Healthcare Representative,5,10122,Yes,0,20,9,15,11
29,No,8,5,2,Sales Executive,2,4778,No,5,1,3,0,2
31,No,6,1,0,Sales Representative,4,2342,No,1,2,1,0,1
35,No,28,1,4,Laboratory Technician,2,3406,No,4,9,10,8,6
39,No,7,4,0,Laboratory Technician,0,2238,No,4,4,1,0,3
32,Yes,8,6,0,Laboratory Technician,3,4881,No,3,11,2,2,1
34,No,9,3,1,Sales Executive,6,8996,No,1,10,8,4,8
29,No,21,2,2,Healthcare Representative,3,5584,No,3,7,0,8,10
38,No,3,1,1,Research Scientist,4,2001,No,3,3,4,0,3
36,Yes,9,3,3,Human Resources,2,2742,No,3,3,2,1,0
35,No,16,1,2,Research Scientist,6,2551,No,2,6,1,2,5
28,No,21,3,1,Manufacturing Director,2,4262,No,6,3,1,1,2
39,No,9,4,1,Research Scientist,2,4682,No,3,0,1,0,1
35,Yes,15,2,0,Laboratory Technician,0,2743,No,4,19,13,16,16
27,No,10,2,2,Sales Executive,5,8728,No,3,11,9,0,6
40,No,22,6,2,Manufacturing Director,1,9525,No,3,9,5,1,8
47,No,1,2,4,Research Director,4,19160,No,3,4,3,2,3
34,No,4,3,5,Manager,2,11631,No,1,12,10,4,9
33,No,9,3,0,Manufacturing Director,0,4307,No,2,11,11,2,14
37,No,4,5,2,Healthcare Representative,0,6842,No,3,4,5,0,5
30,No,0,3,4,Sales Executive,2,4780,Yes,4,9,8,6,7
40,No,4,1,5,Manager,2,16437,Yes,5,23,7,7,9
48,No,2,2,5,Manager,3,15204,No,5,4,0,4,4
44,No,0,1,3,Research Scientist,3,2275,No,3,3,2,0,0
30,No,1,4,0,Human Resources,3,2065,No,2,5,5,2,4
31,No,0,2,0,Research Scientist,2,2695,Yes,2,3,0,1,1
47,No,4,5,5,Manager,2,16605,No,4,15,13,3,0
34,No,10,4,4,Sales Executive,4,4966,No,4,7,2,0,4
36,No,25,2,1,Research Director,2,12063,No,2,11,8,0,1
27,No,5,5,0,Laboratory Technician,6,2660,Yes,1,2,3,0,1
32,No,0,6,2,Research Scientist,2,4998,Yes,1,9,7,1,7
32,Yes,17,3,0,Research Scientist,0,2305,Yes,3,3,2,1,0
43,No,9,0,0,Research Scientist,4,2440,No,0,1,0,1,2
36,No,22,1,3,Laboratory Technician,3,2706,No,6,4,4,0,4
38,No,0,2,3,Research Scientist,0,6961,Yes,2,1,0,2,1
28,No,17,1,3,Sales Executive,1,7140,No,4,5,8,0,5
32,No,28,1,0,Research Scientist,4,2909,No,1,4,4,3,5
49,No,4,1,6,Manager,5,16752,Yes,2,24,16,1,2
35,No,5,1,2,Research Scientist,5,2911,No,4,2,4,0,2
38,Yes,5,3,2,Sales Executive,5,10327,Yes,3,17,9,5,5
34,Yes,1,4,2,Sales Executive,5,10324,Yes,1,17,5,1,5
40,No,4,3,1,Manufacturing Director,2,6555,No,2,3,0,0,0
34,No,24,3,3,Healthcare Representative,3,10387,Yes,0,17,12,12,3
30,No,9,1,0,Research Scientist,2,1274,No,4,0,2,0,1
59,No,3,2,0,Research Scientist,4,2178,No,5,3,2,0,0
45,No,17,1,3,Healthcare Representative,1,10529,No,0,0,0,0,1
29,No,27,3,3,Research Scientist,2,2515,No,4,5,7,2,7
46,No,8,2,4,Manufacturing Director,3,6432,No,5,1,2,0,3
26,Yes,17,2,1,Laboratory Technician,3,2373,Yes,3,3,4,1,1
37,No,2,0,4,Sales Executive,6,9698,No,2,14,10,3,10
57,No,7,2,5,Manufacturing Director,3,7260,No,4,7,3,0,2
38,No,4,0,1,Sales Executive,3,9701,No,3,13,9,0,14
29,No,3,3,4,Sales Executive,3,6120,No,2,9,10,3,0
44,No,7,2,1,Laboratory Technician,1,3968,No,3,0,0,0,0
58,No,3,2,4,Manager,0,16293,No,1,16,10,15,16
30,No,3,4,1,Laboratory Technician,5,2153,Yes,0,3,3,2,0
27,No,3,1,2,Research Scientist,6,2875,Yes,1,7,4,3,0
52,No,9,2,0,Manufacturing Director,3,6134,No,4,1,2,1,0
38,No,4,6,1,Laboratory Technician,4,3704,No,4,3,2,0,3
29,No,4,2,0,Sales Representative,1,3066,No,4,2,4,3,2
51,No,2,4,3,Laboratory Technician,3,3212,No,2,0,2,0,0
40,No,9,5,4,Sales Executive,2,6150,No,4,20,2,13,7
21,No,7,1,0,Laboratory Technician,0,2498,No,5,5,3,0,0
28,Yes,9,4,0,Laboratory Technician,1,3339,Yes,5,6,6,7,8
32,No,6,4,3,Manufacturing Director,6,4425,No,2,11,8,0,9
61,No,8,0,0,Human Resources,3,2266,No,1,2,2,3,1
21,Yes,0,5,1,Sales Representative,1,2327,No,4,0,0,0,0
30,No,3,4,2,Laboratory Technician,4,5128,Yes,0,9,9,2,0
32,No,3,6,1,Manufacturing Director,1,5956,No,2,12,9,4,7
29,Yes,11,1,1,Sales Representative,2,1080,No,1,1,0,0,0
45,Yes,17,0,2,Healthcare Representative,5,7977,No,3,10,9,0,5
27,No,21,3,0,Laboratory Technician,5,3810,No,3,12,9,1,12
33,No,8,1,1,Laboratory Technician,6,2691,No,1,0,0,0,3
40,No,3,3,1,Manufacturing Director,1,7862,Yes,3,0,0,0,1
39,No,7,0,4,Research Director,4,13665,No,3,3,2,0,2
42,No,2,1,2,Laboratory Technician,3,2404,No,3,0,2,0,1
45,Yes,0,1,2,Human Resources,0,10481,No,2,18,5,5,4
52,No,1,3,4,Research Director,2,17399,No,1,3,6,3,3
40,No,26,2,2,Healthcare Representative,5,4525,No,5,8,6,0,3
42,No,2,5,6,Manager,4,16017,No,3,22,8,1,4
26,No,10,1,3,Sales Executive,6,5255,No,1,8,7,2,8
49,No,4,4,5,Manager,1,17855,No,1,1,3,3,3
28,No,4,4,1,Manufacturing Director,2,5471,No,5,7,6,3,4
36,No,11,4,4,Manufacturing Director,3,10687,Yes,3,18,15,6,16
50,No,2,2,3,Manager,0,15400,No,0,4,4,0,0
54,No,10,0,3,Research Scientist,5,2896,No,4,3,3,4,4
62,No,15,3,2,Sales Executive,0,5403,No,4,2,3,1,4
25,No,2,3,2,Research Scientist,2,1708,No,1,0,0,2,0
50,Yes,0,1,1,Laboratory Technician,4,5379,Yes,2,3,0,1,1
50,No,4,1,2,Healthcare Representative,4,6653,No,4,1,1,2,0
30,No,2,6,4,Research Director,6,16126,No,1,6,7,2,7
44,No,7,0,1,Laboratory Technician,3,3673,No,3,11,11,6,8
44,No,23,4,0,Manufacturing Director,2,5265,No,1,3,4,0,3
55,No,6,2,4,Manager,2,14757,Yes,1,4,0,1,1
54,No,23,0,0,Research Scientist,0,3536,No,3,3,1,2,1
40,No,20,3,0,Sales Executive,1,5734,No,4,2,3,0,3
32,No,14,2,2,Healthcare Representative,2,6669,No,4,6,3,3,0
26,Yes,11,5,4,Sales Executive,1,9856,Yes,5,3,0,4,1
44,No,8,2,3,Laboratory Technician,5,3672,No,2,12,7,3,8
32,No,3,1,1,Sales Executive,4,6537,No,1,1,2,0,4
33,No,3,1,4,Sales Executive,5,9726,No,0,14,0,2,7
38,No,10,3,2,Research Director,2,13206,No,5,16,18,3,10
24,No,0,1,3,Research Scientist,5,2008,No,5,5,5,0,5
24,No,6,3,4,Sales Executive,6,4485,Yes,3,3,6,1,5
36,No,11,2,1,Laboratory Technician,1,2007,No,2,0,2,0,2
46,No,0,0,3,Healthcare Representative,3,5401,No,3,6,4,2,5
41,No,16,0,0,Research Scientist,4,2451,No,5,8,6,0,10
31,No,1,5,1,Sales Executive,2,4648,No,3,2,4,0,1
34,No,1,3,0,Sales Representative,3,2643,Yes,0,1,4,0,4
36,Yes,6,1,0,Research Scientist,1,2958,No,5,6,4,3,1
38,No,0,3,4,Healthcare Representative,5,7627,No,3,7,7,0,9
33,Yes,16,5,1,Research Scientist,1,2306,Yes,4,6,3,4,1
31,No,24,1,3,Sales Executive,0,8412,No,3,9,9,7,6
29,No,9,3,4,Sales Executive,2,6931,No,2,7,6,5,6
38,No,1,0,0,Sales Executive,1,4325,No,3,0,0,2,0
23,Yes,6,4,2,Sales Representative,2,2679,No,3,1,0,0,1
46,No,19,2,5,Healthcare Representative,2,10527,No,1,2,3,2,0
23,No,2,4,2,Research Scientist,1,3230,No,2,4,3,0,2
33,No,7,5,4,Research Scientist,0,4504,No,3,0,1,2,2
33,No,7,1,3,Manufacturing Director,0,4304,No,0,13,9,1,11
33,No,1,5,2,Laboratory Technician,1,1279,No,5,2,1,0,2
29,No,25,4,2,Healthcare Representative,5,5581,No,1,10,1,9,8
24,No,1,6,3,Manufacturing Director,1,5204,No,3,5,6,0,7
50,Yes,0,3,3,Laboratory Technician,4,5380,Yes,3,1,1,0,0
35,No,26,4,3,Healthcare Representative,4,5732,No,3,4,2,0,5
26,No,7,4,0,Sales Executive,4,4850,No,5,4,3,2,4
55,No,5,0,2,Sales Executive,6,10932,Yes,2,3,0,1,5
25,Yes,10,1,0,Laboratory Technician,0,3174,Yes,0,0,2,0,1
38,No,7,5,1,Research Director,4,13755,No,1,8,8,6,9
33,No,12,5,0,Sales Executive,4,4001,Yes,2,14,12,0,5
35,No,4,3,0,Healthcare Representative,3,4106,No,4,4,4,0,3
26,No,3,3,4,Sales Executive,1,6502,No,3,6,9,0,8
51,No,9,4,3,Sales Executive,2,13120,No,5,10,7,4,5
26,No,2,2,4,Sales Executive,3,4648,Yes,5,6,7,0,2
25,No,2,3,2,Sales Executive,3,4294,No,4,7,9,0,6
37,No,9,1,1,Sales Executive,0,5604,Yes,4,6,0,6,7
48,No,1,0,1,Manufacturing Director,6,5069,No,5,6,2,0,3
28,No,7,4,3,Laboratory Technician,4,3129,No,4,8,10,1,6
33,No,20,2,2,Sales Executive,4,9610,No,0,6,2,1,4
49,No,9,5,7,Manager,2,19926,No,2,4,4,5,2
34,No,0,3,3,Laboratory Technician,5,2257,No,3,9,0,0,5
42,No,4,6,3,Sales Executive,2,10232,No,5,19,9,16,17
30,Yes,1,0,1,Research Scientist,6,4788,Yes,6,0,4,0,4
26,No,2,5,2,Sales Executive,2,6347,Yes,5,7,2,3,4
38,Yes,22,1,2,Research Scientist,1,3906,No,5,4,0,2,5
42,No,10,0,3,Sales Executive,2,5473,No,3,8,3,5,0
34,No,13,0,1,Healthcare Representative,5,4877,Yes,5,7,8,7,1
49,Yes,28,4,1,Sales Executive,0,10852,Yes,3,3,1,4,2
51,Yes,23,0,3,Sales Executive,2,10448,Yes,4,3,4,2,1
34,No,0,3,2,Research Scientist,2,2506,No,2,4,2,3,3
49,No,3,4,0,Sales Representative,3,3293,Yes,1,3,1,2,4
33,Yes,31,1,3,Laboratory Technician,4,3480,No,5,6,4,3,4
30,No,7,5,2,Laboratory Technician,2,5915,No,4,5,5,3,8
37,No,1,5,1,Manufacturing Director,3,4372,No,1,5,1,0,3
25,No,2,0,3,Research Scientist,0,2817,No,6,2,4,0,3
34,No,3,2,0,Manufacturing Director,3,4376,No,4,2,4,2,4
30,No,2,1,0,Sales Representative,0,2478,No,1,3,0,0,2
41,No,22,1,3,Healthcare Representative,4,10321,No,5,9,11,12,0
19,Yes,10,2,3,Research Scientist,2,1858,Yes,3,2,0,2,1
35,No,8,4,2,Manufacturing Director,0,5123,No,3,0,0,0,2
54,No,19,3,4,Healthcare Representative,2,6387,Yes,4,8,9,7,5
28,No,15,2,2,Research Scientist,3,4773,No,4,7,6,6,2
31,No,20,4,4,Sales Executive,5,6929,No,5,3,1,0,4
27,No,1,5,2,Research Director,6,16123,No,2,7,9,0,7
30,No,18,2,1,Laboratory Technician,3,4195,No,5,10,9,0,2
57,No,5,1,2,Research Scientist,6,2175,No,4,0,1,2,0
40,No,25,4,4,Manufacturing Director,1,9526,No,1,8,7,0,6
32,No,9,6,4,Sales Executive,3,5482,No,2,12,10,2,7
42,No,2,6,0,Laboratory Technician,1,2594,Yes,1,11,7,9,7
61,No,4,3,3,Manager,2,18844,No,1,1,0,3,1
41,No,12,6,0,Manufacturing Director,1,5294,No,4,7,6,0,0
44,No,25,3,1,Sales Executive,0,7990,No,1,1,1,0,2
37,No,7,1,2,Sales Executive,3,8832,No,1,8,5,7,6
28,No,3,4,2,Manufacturing Director,2,6395,No,2,7,7,2,6
44,Yes,26,4,3,Laboratory Technician,3,3162,Yes,3,2,0,0,2
32,No,9,6,0,Laboratory Technician,2,2208,No,4,9,1,0,9
42,No,26,3,5,Sales Executive,4,13525,No,4,22,6,2,6
30,No,4,3,1,Research Scientist,4,2083,No,5,3,0,0,1
31,Yes,3,5,3,Research Scientist,4,4085,No,0,5,3,7,5
52,No,2,3,7,Manager,1,18198,No,5,31,7,8,7
40,No,16,5,3,Research Director,1,19627,No,5,19,6,5,8
46,No,4,1,4,Manager,3,16791,No,1,21,6,10,8
39,No,0,6,0,Sales Executive,4,5714,No,2,7,5,1,3
29,No,20,2,3,Research Scientist,5,2714,No,3,6,0,0,4
29,No,11,6,2,Research Scientist,2,2279,No,1,6,5,2,1
37,Yes,7,5,4,Sales Representative,6,2087,No,4,2,1,0,0
28,Yes,1,1,3,Research Scientist,0,3100,No,1,8,5,1,2
47,No,1,1,4,Manager,2,15973,No,1,3,3,0,2
31,No,2,4,1,Laboratory Technician,6,2565,No,4,13,8,6,6
38,No,8,0,1,Research Director,0,11715,No,5,7,5,0,6
43,No,8,4,3,Laboratory Technician,3,5681,Yes,4,8,5,2,7
54,No,20,2,1,Healthcare Representative,4,6384,Yes,1,10,7,5,9
36,No,2,4,0,Human Resources,1,2991,Yes,2,8,2,0,2
35,No,5,0,5,Research Director,4,13665,No,4,6,2,0,4
36,No,2,6,2,Research Director,0,13581,No,5,17,10,5,12
31,No,3,6,0,Research Scientist,0,5002,No,2,10,7,7,5
30,No,11,2,1,Laboratory Technician,3,3071,No,4,10,7,7,11
37,No,1,3,0,Research Scientist,1,3690,No,0,10,9,1,7
20,No,24,3,1,Research Scientist,5,2815,Yes,0,4,4,2,4
35,No,2,3,1,Sales Executive,2,5149,No,0,9,8,3,5
30,No,7,2,2,Laboratory Technician,4,2794,No,1,7,3,1,5
33,No,21,0,0,Laboratory Technician,2,4197,No,1,12,6,2,4
18,Yes,8,6,3,Sales Representative,5,2325,Yes,2,0,0,0,2
39,No,9,2,4,Research Director,4,12183,Yes,1,10,7,2,8
18,No,3,0,2,Laboratory Technician,3,3032,No,4,3,1,3,1
52,No,4,3,4,Manager,1,17926,No,1,29,8,13,9
35,No,2,6,0,Manufacturing Director,1,4034,No,3,5,3,0,1
58,No,5,4,4,Manufacturing Director,5,7258,No,3,8,5,1,3
37,No,7,0,0,Laboratory Technician,0,5560,Yes,2,4,4,1,1
33,No,22,5,2,Healthcare Representative,2,6810,No,1,8,11,1,8
25,No,3,2,2,Manufacturing Director,2,5206,No,4,5,9,0,5
30,No,7,2,0,Human Resources,2,2804,No,1,0,0,0,0
56,No,4,6,4,Research Director,4,17779,No,4,8,11,0,11
56,No,3,6,3,Manager,2,19047,Yes,1,37,11,4,12
